,dag,mccabe,dag_nodes,dag_edges,p_conditional,p_edge,p_invert_edge,structural_hamming_distance,total_tests,n_tests,num_jobs,new_mccabe,mutation_score,true_positives,true_negatives,false_positives,false_negatives
4737,misspecified_dag_50,47,30,207,0.5,0.5,0.5,219,2170,5,547,19,0.304029304029304,309.0,106161.0,130123.0,371.0
4738,misspecified_dag_25,47,30,205,0.5,0.5,0.25,117,2170,5,547,19,0.4175824175824176,500.0,133816.0,102225.0,423.0
4739,misspecified_dag_100,47,30,203,0.5,0.5,1.0,427,2170,5,547,19,0.12454212454212454,152.0,89392.0,147166.0,254.0
4740,original_dag,55,30,209,1.0,0.5,0.0,0,4320,10,606,28,0.9785123966942149,2368.0,252337.0,6611.0,44.0
4741,misspecified_dag_75,55,30,218,1.0,0.5,0.75,311,4320,10,606,28,0.2396694214876033,399.0,112131.0,148224.0,606.0
4742,misspecified_dag_50,55,30,209,1.0,0.5,0.5,190,4320,10,606,28,0.38016528925619836,536.0,131959.0,128395.0,470.0
4743,misspecified_dag_25,55,30,205,1.0,0.5,0.25,92,4320,10,606,28,0.543801652892562,867.0,159458.0,100589.0,446.0
4744,misspecified_dag_100,55,30,209,1.0,0.5,1.0,418,4320,10,606,28,0.2743801652892562,362.0,106723.0,153704.0,571.0
4745,original_dag,51,30,435,0.75,1.0,0.0,0,435,1,436,22,0.7885057471264367,778.0,134507.0,53543.0,397.0
4746,misspecified_dag_75,51,30,108,0.75,1.0,0.75,327,435,1,436,22,0.2482758620689655,346.0,60554.0,127930.0,395.0
4747,misspecified_dag_50,51,30,219,0.75,1.0,0.5,216,435,1,436,22,0.3425287356321839,412.0,103118.0,85398.0,297.0
4748,misspecified_dag_25,51,30,330,0.75,1.0,0.25,105,435,1,436,22,0.42758620689655175,575.0,128620.0,59602.0,428.0
4749,misspecified_dag_100,51,30,0,0.75,1.0,1.0,435,435,1,436,22,0.135632183908046,190.0,19385.0,169319.0,331.0
4750,original_dag,57,30,224,1.0,0.5,0.0,0,4340,10,623,29,0.9646302250803859,2129.0,257245.0,10471.0,103.0
4751,misspecified_dag_75,57,30,190,1.0,0.5,0.75,322,4340,10,623,29,0.18810289389067525,228.0,101158.0,168174.0,388.0
4752,misspecified_dag_50,57,30,207,1.0,0.5,0.5,219,4340,10,623,29,0.30064308681672025,392.0,125874.0,143239.0,443.0
4753,misspecified_dag_25,57,30,205,1.0,0.5,0.25,117,4340,10,623,29,0.4115755627009646,565.0,154313.0,114661.0,409.0
4754,misspecified_dag_100,57,30,203,1.0,0.5,1.0,427,4340,10,623,29,0.12861736334405144,178.0,96854.0,172569.0,347.0
